library	chr	arm	count	total	prop	z
73	chr7	p	1016862	34572451	0.029412493780090976	0.408652510385321
73	chr7	q	1449729	34572451	0.04193306977280841	1.2927972090729731
73	chr8	p	618744	34572451	0.017897024425604074	0.07235496714726396
73	chr8	q	1125593	34572451	0.03255751233836444	0.748582308051251
73	chr9	p	555665	34572451	0.016072479211844137	0.8070862903813238
73	chr9	q	815539	34572451	0.02358927343623974	0.2778309648554957
74	chr1	p	2379467	34575079	0.06882029105414336	-0.42080346741471514
74	chr1	q	1728292	34575079	0.04998663922069419	0.05109918757397545
74	chr10	p	701023	34575079	0.02027538389717056	1.1880644188312788
74	chr10	q	1783740	34575079	0.05159033765331382	-0.764085084560943
74	chr11	p	773346	34575079	0.022367150628925532	-0.5764969572842914
74	chr11	q	1001146	34575079	0.028955711135179186	-2.138649861352889
74	chr12	p	195584	34575079	0.005656791124034742	-0.09416213667752146
74	chr12	q	1342845	34575079	0.038838522971993784	-0.3532011011691756
74	chr13	q	1772780	34575079	0.051273346331327255	0.22007233559222802
74	chr14	q	650995	34575079	0.01882844577159173	-0.07586518122997007
74	chr15	q	915758	34575079	0.02648607108027143	0.2519915564476186
74	chr16	p	460106	34575079	0.013307446094338642	-0.3253983670872138
74	chr16	q	921765	34575079	0.02665980893348067	-0.1285925824630161
74	chr17	p	233866	34575079	0.006764004790849502	0.7882736681873346
74	chr17	q	819751	34575079	0.023709302298340375	-0.12115512788165798
74	chr18	p	227755	34575079	0.00658725899078929	-0.09724093951035909
74	chr18	q	772703	34575079	0.02234855341906811	0.1681858271476841
74	chr19	p	235030	34575079	0.006797670657527637	-0.16557124624120007
74	chr2	p	1138445	34575079	0.03292675050720781	-0.13713155601332286
74	chr2	q	2124738	34575079	0.06145287477145027	0.46616665734516977
74	chr20	p	460088	34575079	0.013306925488152897	0.2611714949139192
74	chr20	q	572729	34575079	0.016564792230843492	-0.03506795132253272
74	chr21	q	548621	34575079	0.015867527012736544	0.6449346115643658
74	chr22	q	465093	34575079	0.013451682930355705	-0.4924186497217701
74	chr3	p	452279	34575079	0.013081069171237468	0.059841592058002
74	chr3	q	443134	34575079	0.012816572306313457	-0.5143809655728486
74	chr4	p	653084	34575079	0.01888886501170395	0.16583821611470076
74	chr4	q	2053771	34575079	0.05940032703902137	0.21244988282831148
74	chr5	p	338346	34575079	0.009785834473436778	-0.12546644995222314
74	chr5	q	561012	34575079	0.016225906526489788	0.6309591207098435
74	chr6	p	571217	34575079	0.016521061311240967	0.631229070174419
74	chr6	q	1736301	34575079	0.050218280050784554	0.19755794465328658
74	chr7	p	1015366	34575079	0.02936699002191723	0.13078424654754567
74	chr7	q	1433870	34575079	0.041471199530737156	-0.1465375378215505
74	chr8	p	616937	34575079	0.017843401023031648	-0.3793654222750921
74	chr8	q	1119330	34575079	0.03237389566051317	0.13808520669340452
74	chr9	p	547903	34575079	0.015846760610438517	0.16219111237544834
74	chr9	q	806863	34575079	0.02333654826934741	-0.5780781089778232
81	chr1	p	2342357	34485483	0.06792298660859701	-1.3989960999797382
81	chr1	q	1739801	34485483	0.05045024307764517	1.3086462787490487
81	chr10	p	683018	34485483	0.01980595719074023	-0.7943027941920036
81	chr10	q	1794496	34485483	0.05203627277019725	0.7324163089806593
81	chr11	p	801271	34485483	0.023235023270516467	3.011588500861672
81	chr11	q	1014459	34485483	0.029416986852119773	1.9217973225847849
81	chr12	p	189337	34485483	0.005490339224768869	-1.770148163873787
81	chr12	q	1334989	34485483	0.03871162251084029	-0.8093310320244144
81	chr13	q	1770956	34485483	0.051353666700854964	0.3258609745676241
81	chr14	q	635664	34485483	0.0184327996797957	-2.382214819657017
81	chr15	q	862908	34485483	0.02502235505879387	-3.0913106556826153
81	chr16	p	472572	34485483	0.013703505327154617	0.7461151493168007
81	chr16	q	919406	34485483	0.026660667620633297	-0.12663847523381194
81	chr17	p	224688	34485483	0.006515437234850386	-1.059104201997228
81	chr17	q	796305	34485483	0.023091020647731685	-1.1392081797720501
81	chr18	p	225701	34485483	0.006544811914045107	-0.628403821075979
81	chr18	q	761690	34485483	0.02208726495145798	-0.38870039526179995
81	chr19	p	247412	34485483	0.007174381173666612	0.8269695149012529
81	chr2	p	1150760	34485483	0.033369403583531076	2.591393547379932
81	chr2	q	2120490	34485483	0.061489351910773586	0.5391680264202129
81	chr20	p	450796	34485483	0.013072051216449542	-1.6049271102598783
81	chr20	q	571468	34485483	0.016571262754243577	-0.014511270486751908
81	chr21	q	524578	34485483	0.015211560180264838	-1.9040450437398633
81	chr22	q	453925	34485483	0.013162785047841725	-1.16042697700094
81	chr3	p	450752	34485483	0.013070775317254509	-0.004166416171283914
81	chr3	q	448351	34485483	0.013001151817998316	1.6965543728707169
81	chr4	p	663735	34485483	0.019246794368517325	1.6278628226996854
81	chr4	q	2046247	34485483	0.05933647500311943	0.15591635426299474
81	chr5	p	344865	34485483	0.010000294906700307	1.9791306012452723
81	chr5	q	556163	34485483	0.01612745281833518	-0.18981588821269257
81	chr6	p	531605	34485483	0.015415327081253292	-2.545631447584688
81	chr6	q	1760864	34485483	0.05106102182184892	1.817232276503525
81	chr7	p	1019140	34485483	0.029552725127845823	1.2649738935002979
81	chr7	q	1456638	34485483	0.04223916481030583	2.246686815266851
81	chr8	p	623316	34485483	0.01807473596933527	1.5693865594763778
81	chr8	q	1131386	34485483	0.03280760196979117	1.5800917158695658
81	chr9	p	549271	34485483	0.01592760060805876	0.3931571219584006
81	chr9	q	814103	34485483	0.023607121872122248	0.33827859820132433
83	chr1	p	2400890	34707371	0.06917521929275484	-0.03387995464014486
83	chr1	q	1742354	34707371	0.05020126704497439	0.6332871742829467
83	chr10	p	688364	34707371	0.01983336623220468	-0.6785556830983497
83	chr10	q	1802970	34707371	0.0519477548443528	0.4353614362776111
83	chr11	p	784362	34707371	0.02259929166055245	0.3832543010255046
83	chr11	q	1016248	34707371	0.02928046610041423	0.7200533732426091
83	chr12	p	199651	34707371	0.005752409192848401	0.8686057739680009
83	chr12	q	1347929	34707371	0.03883696636083442	-0.3587961709903266
83	chr13	q	1776720	34707371	0.051191431353299566	0.11218346396223364
83	chr14	q	656162	34707371	0.018905551791865767	0.3736108673575411
83	chr15	q	919583	34707371	0.02649532285231284	0.2731237087765605
83	chr16	p	444929	34707371	0.012819438268602943	-1.6456730584985844
83	chr16	q	906087	34707371	0.026106471734779337	-1.3878174548315958
83	chr17	p	222726	34707371	0.006417253556888536	-1.7888146951908614
83	chr17	q	805364	34707371	0.023204408078041982	-0.952506181807589
83	chr18	p	229034	34707371	0.006599001693329063	0.049701752349997345
83	chr18	q	781565	34707371	0.02251870359181051	0.530828265244954
83	chr19	p	214143	34707371	0.006169957384556727	-1.8194433391134905
83	chr2	p	1141962	34707371	0.03290257853295774	-0.28612823550711763
83	chr2	q	2146924	34707371	0.06185786875070428	1.2766774457773602
83	chr20	p	464216	34707371	0.013375141551343662	0.803154656575447
83	chr20	q	560656	34707371	0.016153802026664596	-1.3407729046230268
83	chr21	q	543119	34707371	0.015648520309994092	-0.2060895592192233
83	chr22	q	459616	34707371	0.013242604863387665	-0.9758624485157064
83	chr3	p	462548	34707371	0.013327082595797879	1.5895727627008054
83	chr3	q	449706	34707371	0.012957074737812898	1.1685890894662743
83	chr4	p	656983	34707371	0.018929206709433568	0.3306208851788245
83	chr4	q	2075374	34707371	0.05979634700651916	0.5630793628241132
83	chr5	p	343575	34707371	0.009899194035756842	0.9869821120195016
83	chr5	q	569217	34707371	0.01640046432788009	2.0861880163918354
83	chr6	p	573062	34707371	0.016511247711617223	0.6030338345235202
83	chr6	q	1744699	34707371	0.05026883194350849	0.29471416246837157
83	chr7	p	1022331	34707371	0.029455731464074302	0.6726830138646018
83	chr7	q	1441602	34707371	0.041535903137117476	0.05509950312514352
83	chr8	p	616716	34707371	0.01776902088031963	-1.005939369830603
83	chr8	q	1129952	34707371	0.03255654252809871	0.7453578386674165
83	chr9	p	553717	34707371	0.01595387331411532	0.46822023746386593
83	chr9	q	812315	34707371	0.02340468253847288	-0.347326498837089
BC001_UC1	chr1	p	2412699	34505553	0.06992204993787522	0.7802743030997936
BC001_UC1	chr1	q	1767642	34505553	0.05122775455880971	3.417682445799499
BC001_UC1	chr10	p	669202	34505553	0.01939403782341932	-2.533819180883691
BC001_UC1	chr10	q	1779913	34505553	0.05158337847824088	-0.7874391887798349
BC001_UC1	chr11	p	756817	34505553	0.021933194347008435	-2.370622212533134
BC001_UC1	chr11	q	1006065	34505553	0.02915661140106927	-0.3701957916347714
BC001_UC1	chr12	p	192376	34505553	0.005575218574239341	-0.9155072475644234
BC001_UC1	chr12	q	1321909	34505553	0.03831003664830412	-2.2527878173350615
BC001_UC1	chr13	q	1728423	34505553	0.05009115489324283	-1.3369725831338157
BC001_UC1	chr14	q	625569	34505553	0.018129516718656848	-4.150149755115131
BC001_UC1	chr15	q	881612	34505553	0.025549858598121873	-1.8864295694172881
BC001_UC1	chr16	p	473263	34505553	0.013715560507029115	0.7787296854970688
BC001_UC1	chr16	q	944063	34505553	0.027359741198757198	1.4642374666969524
BC001_UC1	chr17	p	220992	34505553	0.006404534365816424	-1.8833449407767004
BC001_UC1	chr17	q	853193	34505553	0.02472625203253517	1.5533386558120452
BC001_UC1	chr18	p	229771	34505553	0.0066589571829206735	0.7999567300740305
BC001_UC1	chr18	q	770319	34505553	0.022324493683668827	0.11690711867184538
BC001_UC1	chr19	p	245406	34505553	0.007112072656827149	0.6628016988196787
BC001_UC1	chr2	p	1152089	34505553	0.03338850995954187	2.7091657472556148
BC001_UC1	chr2	q	2112641	34505553	0.061226116271778055	0.012356922465742905
BC001_UC1	chr20	p	452055	34505553	0.013100934797364355	-1.3754442909341746
BC001_UC1	chr20	q	608246	34505553	0.017627481582457177	3.341067869222965
BC001_UC1	chr21	q	551548	34505553	0.015984325769246476	1.0987954462453509
BC001_UC1	chr22	q	481089	34505553	0.013942364581144374	0.6421671281925391
BC001_UC1	chr3	p	442518	34505553	0.012824544501576312	-1.5352493421896012
BC001_UC1	chr3	q	455492	34505553	0.013200541953348785	4.084894727438692
BC001_UC1	chr4	p	657660	34505553	0.01905954093823681	0.8629936731699851
BC001_UC1	chr4	q	2014379	34505553	0.058378400717125155	-0.6923466533273931
BC001_UC1	chr5	p	340928	34505553	0.009880380702781376	0.8023583821275223
BC001_UC1	chr5	q	542843	34505553	0.01573204753449394	-3.4861749736741987
BC001_UC1	chr6	p	574067	34505553	0.016636945363547716	0.9641729733538896
BC001_UC1	chr6	q	1741119	34505553	0.05045909567077508	0.6603840342093248
BC001_UC1	chr7	p	1029527	34505553	0.029836559929933597	2.9982083962797836
BC001_UC1	chr7	q	1431733	34505553	0.04149282870499134	-0.0791341435022456
BC001_UC1	chr8	p	582885	34505553	0.016892498433513006	-8.38971290926887
BC001_UC1	chr8	q	1130126	34505553	0.03275200371372109	1.3952360994378779
BC001_UC1	chr9	p	523638	34505553	0.015175470452538465	-1.755735824867078
BC001_UC1	chr9	q	801736	34505553	0.02323498481534262	-0.9220449680029434
BC002_UC1	chr1	p	2330236	34672931	0.06720620186392665	-2.180395946878561
BC002_UC1	chr1	q	1769647	34672931	0.05103828689879145	2.903742578485369
BC002_UC1	chr10	p	740667	34672931	0.02136153416046656	5.774826613824033
BC002_UC1	chr10	q	1784557	34672931	0.05146830534747697	-1.1736099432853573
BC002_UC1	chr11	p	815061	34672931	0.023507127216905892	4.136560260951107
BC002_UC1	chr11	q	1038595	34672931	0.029954058397889696	6.649448411738947
BC002_UC1	chr12	p	199099	34672931	0.005742202757534401	0.7658382894923546
BC002_UC1	chr12	q	1322756	34672931	0.03814952938359898	-2.8297137550837155
BC002_UC1	chr13	q	1725680	34672931	0.04977023719165824	-1.7596480149498326
BC002_UC1	chr14	q	691592	34672931	0.019946164920410105	6.439682951794952
BC002_UC1	chr15	q	861885	34672931	0.024857575495997153	-3.4676868575745607
BC002_UC1	chr16	p	446377	34672931	0.012873933270885003	-1.498240233598815
BC002_UC1	chr16	q	902066	34672931	0.026016433395838385	-1.5927169557639307
BC002_UC1	chr17	p	222075	34672931	0.006404852246266692	-1.8809824228413696
BC002_UC1	chr17	q	863026	34672931	0.024890483011084354	1.8237588579356891
BC002_UC1	chr18	p	252846	34672931	0.007292316879700767	8.725523987313794
BC002_UC1	chr18	q	746048	34672931	0.021516727270619262	-1.6046919647734739
BC002_UC1	chr19	p	235290	34672931	0.006785985297868242	-0.19635933224801755
BC002_UC1	chr2	p	1175525	34672931	0.033903248617776216	5.882028256977967
BC002_UC1	chr2	q	2006913	34672931	0.05788126189851098	-6.6816698881580425
BC002_UC1	chr20	p	476033	34672931	0.01372924025372992	3.616502793111282
BC002_UC1	chr20	q	626341	34672931	0.018064264598801873	4.7287159011224205
BC002_UC1	chr21	q	515769	34672931	0.014875263934277723	-3.2108371660585173
BC002_UC1	chr22	q	466771	34672931	0.013462115446773162	-0.4682959120239588
BC002_UC1	chr3	p	416569	34672931	0.012014242464820756	-6.573772282452735
BC002_UC1	chr3	q	433658	34672931	0.012507105326630737	-4.221246777581877
BC002_UC1	chr4	p	586898	34672931	0.016926691314328172	-7.849000950746395
BC002_UC1	chr4	q	2015445	34672931	0.05812733281763806	-0.9146379877694896
BC002_UC1	chr5	p	378556	34672931	0.010917911727739428	10.984118730291346
BC002_UC1	chr5	q	513735	34672931	0.01481660145777696	-11.117936903916199
BC002_UC1	chr6	p	637533	34672931	0.01838705242426722	5.992366794497692
BC002_UC1	chr6	q	1655836	34672931	0.047755870422376466	-4.534973189523578
BC002_UC1	chr7	p	1052660	34672931	0.03035970625038881	6.192796395868024
BC002_UC1	chr7	q	1430753	34672931	0.04126426462187462	-0.7914126077883753
BC002_UC1	chr8	p	605618	34672931	0.017466593752919243	-3.5535677038713716
BC002_UC1	chr8	q	1204026	34672931	0.034725244312342675	7.955956399126029
BC002_UC1	chr9	p	747107	34672931	0.021547269828443405	16.448978661015083
BC002_UC1	chr9	q	779682	34672931	0.02248676352166478	-3.456060089524292
BC003_UC1	chr1	p	2420335	34613717	0.06992415752402437	0.7825718791943083
BC003_UC1	chr1	q	1738337	34613717	0.05022104387113352	0.6869327379170611
BC003_UC1	chr10	p	706357	34613717	0.020406852000321146	1.743248122003824
BC003_UC1	chr10	q	1830156	34613717	0.05287372055419532	3.5427842937452527
BC003_UC1	chr11	p	772160	34613717	0.022307919140842344	-0.8213804008573486
BC003_UC1	chr11	q	1010365	34613717	0.02918972845360699	-0.0786780772209851
BC003_UC1	chr12	p	196875	34613717	0.005687774011672887	0.21780118121036987
BC003_UC1	chr12	q	1349221	34613717	0.03897937340852472	0.15307050172180464
BC003_UC1	chr13	q	1737795	34613717	0.05020538533899725	-1.1865215399305842
BC003_UC1	chr14	q	651083	34613717	0.018809970625229298	-0.18356281306921252
BC003_UC1	chr15	q	920082	34613717	0.026581427241691494	0.46979641800412125
BC003_UC1	chr16	p	470023	34613717	0.013579096402735366	0.4095345749196078
BC003_UC1	chr16	q	926706	34613717	0.02677279646100995	0.12853219654373968
BC003_UC1	chr17	p	230422	34613717	0.0066569562581216	-0.007321274211172131
BC003_UC1	chr17	q	842541	34613717	0.02434124598638164	0.9193936246163477
BC003_UC1	chr18	p	227259	34613717	0.006565576300285808	-0.3685679954896199
BC003_UC1	chr18	q	754068	34613717	0.02178523618252267	-1.0324167510955293
BC003_UC1	chr19	p	248687	34613717	0.007184637235001372	0.8539917467939546
BC003_UC1	chr2	p	1130029	34613717	0.03264685500259911	-1.8624147439110699
BC003_UC1	chr2	q	2106649	34613717	0.060861680934179936	-0.7169842231811233
BC003_UC1	chr20	p	455145	34613717	0.013149266806566888	-0.9914418444167218
BC003_UC1	chr20	q	569250	34613717	0.01644579228517989	-0.4131276153135028
BC003_UC1	chr21	q	540573	34613717	0.015617305705711987	-0.3273843981116917
BC003_UC1	chr22	q	480851	34613717	0.013891920362092289	0.5255267496038967
BC003_UC1	chr3	p	451349	34613717	0.013039599301051662	-0.19802138098540711
BC003_UC1	chr3	q	442486	34613717	0.012783544743258865	-0.9099926216744468
BC003_UC1	chr4	p	641453	34613717	0.018531757222144042	-1.2928305563715574
BC003_UC1	chr4	q	2021402	34613717	0.05839887117584049	-0.6742224502979722
BC003_UC1	chr5	p	336811	34613717	0.009730564330898066	-0.6678573107563768
BC003_UC1	chr5	q	556863	34613717	0.016087928378220692	-0.5193176743382595
BC003_UC1	chr6	p	568185	34613717	0.016415024136240554	0.3265760120184092
BC003_UC1	chr6	q	1714706	34613717	0.0495383376480486	-1.109230557662312
BC003_UC1	chr7	p	1028144	34613717	0.029703368754069377	2.184877755443686
BC003_UC1	chr7	q	1461317	34613717	0.04221785831322305	2.1802889857632004
BC003_UC1	chr8	p	615481	34613717	0.01778141885195398	-0.9014995859666114
BC003_UC1	chr8	q	1103830	34613717	0.03188995853869147	-1.4709309979834067
BC003_UC1	chr9	p	538854	34613717	0.015567643313198638	-0.6352681930034898
BC003_UC1	chr9	q	817867	34613717	0.023628407200532667	0.4103660200834598
BC004_UC1	chr1	p	2429201	34629042	0.07014924062871852	1.0279452703766356
BC004_UC1	chr1	q	1746754	34629042	0.050441880546392245	1.2859625225759759
BC004_UC1	chr10	p	709279	34629042	0.02048220103807665	2.061443614363476
BC004_UC1	chr10	q	1788827	34629042	0.05165684340906688	-0.5409002480345857
BC004_UC1	chr11	p	769299	34629042	0.022215428310144992	-1.2037694620318684
BC004_UC1	chr11	q	1005010	34629042	0.02902217162114967	-1.5536216814785584
BC004_UC1	chr12	p	198641	34629042	0.005736254557662901	0.7059465134563181
BC004_UC1	chr12	q	1346785	34629042	0.038891777601009	-0.16178311868406428
BC004_UC1	chr13	q	1747237	34629042	0.05045582837665564	-0.856667130015243
BC004_UC1	chr14	q	642734	34629042	0.018560548108723308	-1.6375277142458837
BC004_UC1	chr15	q	918544	34629042	0.02652525010654352	0.3414811318041615
BC004_UC1	chr16	p	481376	34629042	0.013900933210915855	1.2802439574274291
BC004_UC1	chr16	q	924086	34629042	0.026685289185880454	-0.07060738347162479
BC004_UC1	chr17	p	227731	34629042	0.0065763008979572695	-0.6067596316445926
BC004_UC1	chr17	q	848103	34629042	0.02449109045523119	1.1661252212454813
BC004_UC1	chr18	p	229502	34629042	0.006627442942256387	0.4056022499651377
BC004_UC1	chr18	q	758041	34629042	0.021890325467276858	-0.8084391093046307
BC004_UC1	chr19	p	250608	34629042	0.007236931359521872	0.991774070172754
BC004_UC1	chr2	p	1135411	34629042	0.03278782589480818	-0.9934664889140067
BC004_UC1	chr2	q	2107867	34629042	0.06086991953170405	-0.7004963924554788
BC004_UC1	chr20	p	455404	34629042	0.013150926901183116	-0.9782522335439169
BC004_UC1	chr20	q	577012	34629042	0.01666266135805894	0.27585966418039437
BC004_UC1	chr21	q	548063	34629042	0.015826686744611646	0.48623601978453806
BC004_UC1	chr22	q	475469	34629042	0.013730353845769108	0.15194222425470924
BC004_UC1	chr3	p	450419	34629042	0.013006972586766911	-0.4008969026209487
BC004_UC1	chr3	q	445555	34629042	0.012866512449290397	0.0838134163862685
BC004_UC1	chr4	p	648452	34629042	0.018725669627245246	-0.5007616679627869
BC004_UC1	chr4	q	2048227	34629042	0.059147665707876065	-0.011252249451220385
BC004_UC1	chr5	p	352846	34629042	0.010189308731093399	3.8340085915571205
BC004_UC1	chr5	q	557064	34629042	0.016086613080431158	-0.5302828637168613
BC004_UC1	chr6	p	578422	34629042	0.016703378626529722	1.1550409093458802
BC004_UC1	chr6	q	1704218	34629042	0.049213547403361604	-1.733448367455332
BC004_UC1	chr7	p	1017351	34629042	0.02937854879150281	0.20136776240972593
BC004_UC1	chr7	q	1444681	34629042	0.041718768887686816	0.6249674115469039
BC004_UC1	chr8	p	607805	34629042	0.01755188607296731	-2.8350702162341346
BC004_UC1	chr8	q	1106266	34629042	0.03194619129226849	-1.2839657753147389
BC004_UC1	chr9	p	541701	34629042	0.015642968119071846	-0.42005950488758276
BC004_UC1	chr9	q	805051	34629042	0.023247856524589966	-0.8784521083126327
BC005_UC1	chr1	p	2367318	34728650	0.06816613948425868	-1.1339240246771167
BC005_UC1	chr1	q	1729275	34728650	0.04979390215283347	-0.4717091010453631
BC005_UC1	chr10	p	698545	34728650	0.020114372427376244	0.5081204483057864
BC005_UC1	chr10	q	1788255	34728650	0.051492211761758666	-1.0933830651305838
BC005_UC1	chr11	p	780665	34728650	0.022478990689243607	-0.11411149329521078
BC005_UC1	chr11	q	1010757	34728650	0.029104413790919024	-0.8296729142298556
BC005_UC1	chr12	p	200161	34728650	0.005763569847949747	0.9809811934538135
BC005_UC1	chr12	q	1355985	34728650	0.03904513996368992	0.3894612444142596
BC005_UC1	chr13	q	1790859	34728650	0.05156719308121681	0.6070930617286484
BC005_UC1	chr14	q	651520	34728650	0.018760303092691482	-0.47309100021786576
BC005_UC1	chr15	q	914349	34728650	0.02632837729079593	-0.10819989288859336
BC005_UC1	chr16	p	448099	34728650	0.012902862622071402	-1.419973680900045
BC005_UC1	chr16	q	906376	34728650	0.026098797390627048	-1.4052818961494022
BC005_UC1	chr17	p	226721	34728650	0.0065283562706871705	-0.9630886909903076
BC005_UC1	chr17	q	795822	34728650	0.022915431495321586	-1.4283305761976308
BC005_UC1	chr18	p	228820	34728650	0.00658879628203227	-0.07800399531870639
BC005_UC1	chr18	q	792025	34728650	0.022806098135113227	1.143354577733241
BC005_UC1	chr19	p	217046	34728650	0.006249767842976908	-1.6091621556748246
BC005_UC1	chr2	p	1146657	34728650	0.033017609380151546	0.4229249057019845
BC005_UC1	chr2	q	2145973	34728650	0.06179258335696896	1.146022377652674
BC005_UC1	chr20	p	464958	34728650	0.013388311955690763	0.907794781709036
BC005_UC1	chr20	q	561680	34728650	0.016173389982046524	-1.2785424910823686
BC005_UC1	chr21	q	553010	34728650	0.01592374019721469	0.8633698380143888
BC005_UC1	chr22	q	450841	34728650	0.012981817605924791	-1.5788715745000987
BC005_UC1	chr3	p	460515	34728650	0.013260377238965523	1.174793513244652
BC005_UC1	chr3	q	446333	34728650	0.01285201123568005	-0.08988541577975034
BC005_UC1	chr4	p	665096	34728650	0.0191512195262413	1.2374707843878245
BC005_UC1	chr4	q	2089210	34728650	0.06015811153039349	0.8833796438640962
BC005_UC1	chr5	p	343504	34728650	0.009891084162499838	0.907396264492545
BC005_UC1	chr5	q	569439	34728650	0.01639680782293582	2.0557049809174686
BC005_UC1	chr6	p	576777	34728650	0.016608103107952656	0.8813069278267609
BC005_UC1	chr6	q	1763875	34728650	0.050790197718598336	1.2967325652724937
BC005_UC1	chr7	p	1025541	34728650	0.029530114185262024	1.126900388988733
BC005_UC1	chr7	q	1438615	34728650	0.04142444350701798	-0.29224419617614944
BC005_UC1	chr8	p	623907	34728650	0.01796519588293815	0.6466273142413517
BC005_UC1	chr8	q	1142106	34728650	0.032886564839116984	1.8426310636152907
BC005_UC1	chr9	p	557967	34728650	0.01606647537407875	0.789932870147831
BC005_UC1	chr9	q	800048	34728650	0.023037117768758646	-1.5921650144800552
